季節,詳細季節,親季語,親季語よみがな,子季語,文字数,表示用子季語,季語の説明,分類
huyu,三冬,冬桜,ふゆざくら,ふゆざくら,5,,冬桜は十一月頃から翌年一月頃にかけて一重の白い花をつける。寒桜は緋寒桜のことで、冬桜とは別種。九州など暖かい地方に寒中緋色の花を咲かせる。,植物
huyu,三冬,マラソン,まらそん,マラソン,4,マラソン,,
huyu,初冬,神無月,かんなづき,神無月,3,時雨月、神去月、神有月、初霜月,陰暦十月のこと。出雲の国に全国の神々が集まり、各地のお宮では神々が留守になるという。急速に季節がうつろう頃でもある。出雲では神在月、神有月ともいう。,時候
huyu,初冬,神無月,かんなづき,時雨月,3,,陰暦十月のこと。出雲の国に全国の神々が集まり、各地のお宮では神々が留守になるという。急速に季節がうつろう頃でもある。出雲では神在月、神有月ともいう。,時候
huyu,初冬,神無月,かんなづき,神去月,3,,陰暦十月のこと。出雲の国に全国の神々が集まり、各地のお宮では神々が留守になるという。急速に季節がうつろう頃でもある。出雲では神在月、神有月ともいう。,時候
huyu,初冬,神無月,かんなづき,神有月,3,,陰暦十月のこと。出雲の国に全国の神々が集まり、各地のお宮では神々が留守になるという。急速に季節がうつろう頃でもある。出雲では神在月、神有月ともいう。,時候
huyu,初冬,神無月,かんなづき,初霜月,3,,陰暦十月のこと。出雲の国に全国の神々が集まり、各地のお宮では神々が留守になるという。急速に季節がうつろう頃でもある。出雲では神在月、神有月ともいう。,時候
huyu,初冬,神無月,かんなづき,かんなづき,5,,陰暦十月のこと。出雲の国に全国の神々が集まり、各地のお宮では神々が留守になるという。急速に季節がうつろう頃でもある。出雲では神在月、神有月ともいう。,時候
huyu,初冬,小春,こはる,小春,2,小六月、小春日、小春日和、小春空、小春風、小春凪,陰暦十月の異称である。まだ本格的な冬とはならず暖かい日和が春先の陽気を思わせるが、春とは区別して「小春」という。冬囲いに精を出したり、越冬野菜を取り入れたり、大根や柿を吊るし干にしたり、本格的な冬に備えるころの日和である。,時候
huyu,初冬,小春,こはる,小六月,3,,陰暦十月の異称である。まだ本格的な冬とはならず暖かい日和が春先の陽気を思わせるが、春とは区別して「小春」という。冬囲いに精を出したり、越冬野菜を取り入れたり、大根や柿を吊るし干にしたり、本格的な冬に備えるころの日和である。,時候
huyu,初冬,小春,こはる,小春日,3,,陰暦十月の異称である。まだ本格的な冬とはならず暖かい日和が春先の陽気を思わせるが、春とは区別して「小春」という。冬囲いに精を出したり、越冬野菜を取り入れたり、大根や柿を吊るし干にしたり、本格的な冬に備えるころの日和である。,時候
huyu,初冬,小春,こはる,小春日和,4,,陰暦十月の異称である。まだ本格的な冬とはならず暖かい日和が春先の陽気を思わせるが、春とは区別して「小春」という。冬囲いに精を出したり、越冬野菜を取り入れたり、大根や柿を吊るし干にしたり、本格的な冬に備えるころの日和である。,時候
huyu,初冬,小春,こはる,小春空,3,,陰暦十月の異称である。まだ本格的な冬とはならず暖かい日和が春先の陽気を思わせるが、春とは区別して「小春」という。冬囲いに精を出したり、越冬野菜を取り入れたり、大根や柿を吊るし干にしたり、本格的な冬に備えるころの日和である。,時候
huyu,初冬,小春,こはる,小春風,3,,陰暦十月の異称である。まだ本格的な冬とはならず暖かい日和が春先の陽気を思わせるが、春とは区別して「小春」という。冬囲いに精を出したり、越冬野菜を取り入れたり、大根や柿を吊るし干にしたり、本格的な冬に備えるころの日和である。,時候
huyu,初冬,小春,こはる,小春凪,3,,陰暦十月の異称である。まだ本格的な冬とはならず暖かい日和が春先の陽気を思わせるが、春とは区別して「小春」という。冬囲いに精を出したり、越冬野菜を取り入れたり、大根や柿を吊るし干にしたり、本格的な冬に備えるころの日和である。,時候
huyu,初冬,十一月,じゅういちがつ,十一月,3,,陽暦十一月で霜月をいう。立冬（十一月八日頃）を迎えるが、まだ寒くはなく、空も野山も澄みとおる頃である。暖かな日和が続くかと思えば、ときに時雨たり稀に霜の降る日もある。,時候
huyu,初冬,小雪,しょうせつ,小雪,2,,二十四節気の一つ。陰暦十月の節。陽暦では十一月二十二日頃にあたる。降雪が見られることもあるが、まだ大雪にはならない。,時候
huyu,初冬,冬浅し,ふゆあさし,冬浅し,3,浅き冬,冬に入ったばかりの頃をいう。街路樹の落葉が始まり、しぐれたかと思えば小春日和もある。まだそんなに寒くないころである。,時候
huyu,初冬,冬浅し,ふゆあさし,浅き冬,3,,冬に入ったばかりの頃をいう。街路樹の落葉が始まり、しぐれたかと思えば小春日和もある。まだそんなに寒くないころである。,時候
huyu,初冬,冬めく,ふゆめく,冬めく,3,,町のたたずまいや山野の眺めばかりでなく、雨や風、空気なども冬らしくなること。人の何気ないしぐさなどにも冬の訪れを感じることがある。,時候
huyu,初冬,水始めて氷る,みずはじめてこおる,水始めて氷る,6,,古代中国の七十二候（立冬初候）に由来する季語。初冬の冷え込みによって水辺や水たまりに初めて薄氷が張り始めること。,時候
huyu,初冬,立冬,りっとう,立冬,2,冬立つ、冬に入る、冬来る、今朝の冬,冬の最初の日。二十四節気の一。太陽暦の十一月八日頃。まだそれ程寒くはないが、冬の声を聞くと吹く風もこころなしか冷たく感じられる。,時候
huyu,初冬,立冬,りっとう,冬立つ,3,,冬の最初の日。二十四節気の一。太陽暦の十一月八日頃。まだそれ程寒くはないが、冬の声を聞くと吹く風もこころなしか冷たく感じられる。,時候
huyu,初冬,立冬,りっとう,冬の立つ,4,,冬の最初の日。二十四節気の一。太陽暦の十一月八日頃。まだそれ程寒くはないが、冬の声を聞くと吹く風もこころなしか冷たく感じられる。,時候
huyu,初冬,立冬,りっとう,冬に入る,4,,冬の最初の日。二十四節気の一。太陽暦の十一月八日頃。まだそれ程寒くはないが、冬の声を聞くと吹く風もこころなしか冷たく感じられる。,時候
huyu,初冬,立冬,りっとう,冬来る,3,,冬の最初の日。二十四節気の一。太陽暦の十一月八日頃。まだそれ程寒くはないが、冬の声を聞くと吹く風もこころなしか冷たく感じられる。,時候
huyu,初冬,立冬,りっとう,冬きたる,4,,冬の最初の日。二十四節気の一。太陽暦の十一月八日頃。まだそれ程寒くはないが、冬の声を聞くと吹く風もこころなしか冷たく感じられる。,時候
huyu,初冬,立冬,りっとう,冬来,2,,冬の最初の日。二十四節気の一。太陽暦の十一月八日頃。まだそれ程寒くはないが、冬の声を聞くと吹く風もこころなしか冷たく感じられる。,時候
huyu,初冬,立冬,りっとう,今朝の冬,4,,冬の最初の日。二十四節気の一。太陽暦の十一月八日頃。まだそれ程寒くはないが、冬の声を聞くと吹く風もこころなしか冷たく感じられる。,時候
huyu,初冬,立冬,りっとう,冬のきたる,5,,冬の最初の日。二十四節気の一。太陽暦の十一月八日頃。まだそれ程寒くはないが、冬の声を聞くと吹く風もこころなしか冷たく感じられる。,時候
huyu,初冬,冬の日,ふゆのひ,冬の日,3,愛日、暮れやすき日,冬の柔らかな太陽の光、または冬の一日。低く傾いた角度から差し込む温もりのありがたさと、短く暮れていく日脚の情趣。,時候
huyu,初冬,冬の日,ふゆのひ,愛日,2,,冬の柔らかな太陽の光、または冬の一日。低く傾いた角度から差し込む温もりのありがたさと、短く暮れていく日脚の情趣。,時候
huyu,初冬,冬の日,ふゆのひ,暮れやすき日,6,,冬の柔らかな太陽の光、または冬の一日。低く傾いた角度から差し込む温もりのありがたさと、短く暮れていく日脚の情趣。,時候
huyu,初冬,神渡し,かみわたし,神渡し,3,神立風,陰暦十月の頃の西風をいう。神々が出雲に参集する祭、神々を送るために吹く風という意味である。船乗り言葉とされる。,天文
huyu,初冬,神渡し,かみわたし,神立風,3,,陰暦十月の頃の西風をいう。神々が出雲に参集する祭、神々を送るために吹く風という意味である。船乗り言葉とされる。,天文
huyu,初冬,凩,こがらし,凩,1,木枯,冬の到来を告げる強い北風。乾いた木の葉を吹き落とし、木を枯らす風という意味もある。吹き飛ばされた枯葉は風の道筋を追いかけてゆく。,天文
huyu,初冬,凩,こがらし,木枯,2,,冬の到来を告げる強い北風。乾いた木の葉を吹き落とし、木を枯らす風という意味もある。吹き飛ばされた枯葉は風の道筋を追いかけてゆく。,天文
huyu,初冬,凩,こがらし,木がらし,4,,冬の到来を告げる強い北風。乾いた木の葉を吹き落とし、木を枯らす風という意味もある。吹き飛ばされた枯葉は風の道筋を追いかけてゆく。,天文
huyu,初冬,凩,こがらし,木枯らし,4,,冬の到来を告げる強い北風。乾いた木の葉を吹き落とし、木を枯らす風という意味もある。吹き飛ばされた枯葉は風の道筋を追いかけてゆく。,天文
huyu,初冬,凩,こがらし,こがらし,4,,冬の到来を告げる強い北風。乾いた木の葉を吹き落とし、木を枯らす風という意味もある。吹き飛ばされた枯葉は風の道筋を追いかけてゆく。,天文
huyu,初冬,時雨,しぐれ,時雨,2,,冬の初め、降ったかと思うと晴れ、また降りだし、短時間で目まぐるしく変わる通り雨。この雨が徐々に自然界の色を消して行く。先人達は、さびれゆくものの中に、美しさと無常の心を養ってきた。,天文
huyu,初冬,時雨,しぐれ,朝時雨,3,,冬の初め、降ったかと思うと晴れ、また降りだし、短時間で目まぐるしく変わる通り雨。この雨が徐々に自然界の色を消して行く。先人達は、さびれゆくものの中に、美しさと無常の心を養ってきた。,天文
huyu,初冬,時雨,しぐれ,夕時雨,3,,冬の初め、降ったかと思うと晴れ、また降りだし、短時間で目まぐるしく変わる通り雨。この雨が徐々に自然界の色を消して行く。先人達は、さびれゆくものの中に、美しさと無常の心を養ってきた。,天文
